id,campaign_id,coupon_id,customer_id,redemption_status
27662,20,397,226,0
27663,19,969,1343,0
27665,22,957,1571,0
27668,18,199,1068,0
27670,18,802,1467,0
27674,20,842,535,0
27680,22,241,430,0
27682,16,1044,1440,0
27684,18,34,244,0
27687,18,869,916,0
27690,24,43,1121,0
27691,20,404,686,0
27694,18,526,1467,0
27700,18,1014,891,0
27702,18,877,557,0
27704,19,664,154,0
27706,18,33,101,0
27708,22,1079,661,0
27710,16,549,1479,0
27714,19,455,389,0
27715,18,1116,1458,0
27718,18,648,1163,0
27720,18,196,358,0
27722,18,1032,1192,0
27725,25,415,948,0
27726,18,191,46,0
27727,18,177,1391,0
27728,22,492,619,0
27732,18,501,1545,0
27734,18,869,404,0
27735,18,1059,1504,0
27736,22,744,303,0
27737,16,549,1440,0
27744,18,387,1174,0
27745,20,833,1485,0
27749,20,833,866,0
27751,23,40,1493,0
27753,18,577,257,0
27755,25,1069,843,0
27756,16,688,1084,0
27762,18,255,1085,0
27768,18,560,421,0
27775,20,836,842,0
27779,16,655,598,0
27782,18,482,852,0
27786,18,417,1142,0
27789,19,259,1259,0
27795,23,952,180,0
27796,20,263,1477,0
27801,18,178,1563,0
27802,18,274,1196,0
27803,18,289,1411,0
27805,22,590,504,0
27808,22,241,859,0
27811,18,869,300,0
27817,18,796,772,0
27818,18,600,1480,0
27821,18,461,244,0
27827,18,1059,536,0
27830,25,527,464,0
27831,20,286,627,0
27833,18,234,397,0
27835,23,1113,1441,0
27838,18,699,420,0
27840,18,188,544,0
27842,23,943,839,0
27845,18,179,243,0
27849,17,1069,24,0
27850,16,999,355,0
27852,18,482,785,0
27854,16,655,703,0
27856,18,877,817,0
27858,18,237,154,0
27861,21,874,1208,0
27862,17,809,890,0
27863,18,216,1036,0
27864,19,455,1260,0
27868,22,993,265,0
27869,18,189,277,0
27871,18,470,1016,0
27877,18,274,464,0
27879,18,886,1233,0
27881,25,816,945,0
27882,17,673,971,0
27886,22,981,826,0
27888,20,671,520,0
27889,18,705,1279,0
27897,18,289,248,0
27898,18,886,78,0
27900,18,1000,991,0
27901,20,726,810,0
27904,22,907,911,0
27906,16,269,714,0
27909,18,33,136,0
27914,22,907,106,0
27915,18,190,148,0
27918,19,664,756,0
27919,18,221,1300,1
27922,22,907,1271,0
27924,18,190,1379,0
27926,18,217,294,0
27931,18,181,554,0
27932,18,1010,1334,0
27933,18,541,1412,0
27934,18,504,20,0
27939,17,981,248,0
27942,18,235,239,0
27944,23,40,521,0
27950,18,557,12,0
27951,18,505,157,0
27954,18,196,231,0
27956,20,833,192,0
27959,23,442,808,0
27964,18,179,940,0
27968,17,906,511,0
27971,18,1043,1000,0
27972,18,765,976,0
27973,18,541,1453,0
27980,18,856,683,0
27981,18,468,1497,0
27982,18,182,632,0
27983,20,286,735,0
27988,22,492,826,0
27989,18,204,398,0
27990,18,1034,1442,0
27991,16,959,1270,0
27995,18,633,1340,0
27996,17,697,486,0
27997,20,671,1093,0
27998,18,463,351,0
28000,25,1079,346,0
28002,18,222,378,0
28004,18,1042,12,0
28006,20,720,444,0
28007,19,455,1415,0
28008,18,1022,1429,0
28011,18,196,1324,0
28013,25,816,1192,0
28015,16,938,981,0
28029,20,726,1285,0
28031,18,234,765,0
28033,18,218,1550,0
28037,18,462,47,0
28040,17,652,456,0
28041,17,652,1580,0
28043,18,533,52,0
28047,22,744,1102,0
28048,18,507,1478,0
28050,18,592,627,0
28053,25,1016,412,0
28059,22,518,733,0
28067,18,1000,784,0
28072,18,514,1345,0
28077,25,1069,1224,0
28082,18,573,1201,0
28084,18,239,978,0
28088,18,717,951,0
28095,16,959,748,0
28096,17,796,1368,0
28100,23,41,1070,0
28102,18,985,154,0
28108,20,843,659,0
28110,25,1109,1093,0
28111,18,412,1576,0
28114,25,878,495,0
28117,25,596,1534,0
28125,18,184,23,0
28126,23,599,552,0
28127,19,689,1441,0
28128,18,210,36,0
28132,18,753,681,0
28133,18,33,939,0
28142,25,527,1004,0
28143,22,907,1573,0
28145,18,702,869,0
28147,18,189,620,0
28149,18,499,87,0
28152,18,892,173,0
28154,17,173,333,0
28155,20,671,638,0
28156,18,230,350,0
28157,18,477,214,0
28160,22,38,189,0
28161,18,195,1526,0
28162,16,959,933,0
28164,18,499,432,0
28169,18,497,523,0
28174,18,867,371,0
28178,17,174,735,0
28179,18,208,964,0
28184,22,1079,1477,0
28190,20,396,319,0
28191,18,507,1278,0
28192,18,202,857,0
28194,18,272,856,0
28199,16,269,282,0
28202,20,841,1566,0
28203,18,419,1203,0
28206,18,430,149,0
28210,18,504,517,0
28211,17,906,735,0
28218,18,423,535,0
28220,21,1111,1034,0
28223,17,796,1552,0
28227,18,577,551,0
28228,18,483,519,0
28230,17,981,192,0
28232,18,640,1528,0
28233,18,962,1389,0
28235,23,976,570,0
28241,18,640,423,0
28244,23,41,1369,0
28246,17,173,1046,0
28250,20,842,1199,0
28256,18,898,426,0
28257,17,781,392,0
28258,18,950,331,0
28259,20,842,294,0
28260,17,697,320,0
28261,23,40,1434,0
28264,18,482,1550,0
28265,18,1034,1381,0
28266,18,802,99,0
28267,22,957,1367,0
28269,18,717,1471,0
28272,18,657,1289,0
28273,18,197,258,0
28275,25,1109,367,0
28282,18,548,748,1
28283,17,853,873,0
28287,25,1109,248,0
28288,23,417,1504,0
28294,25,1109,934,0
28297,20,403,520,0
28298,22,927,832,0
28304,22,241,1547,0
28310,18,197,1153,0
28311,20,720,1566,0
28312,17,906,271,0
28313,20,389,842,0
28315,22,452,1327,0
28317,24,42,699,0
28319,21,1066,528,0
28320,18,245,594,0
28321,18,962,981,0
28328,20,841,508,0
28330,22,452,240,0
28335,22,1079,1549,0
28337,18,388,1003,0
28341,18,217,446,0
28346,18,412,674,0
28354,18,288,292,0
28355,18,267,912,0
28357,18,208,933,0
28359,23,943,808,0
28362,22,811,421,0
28363,20,834,1566,0
28365,18,233,35,0
28366,18,461,1529,0
28368,22,432,1384,0
28371,18,1061,43,0
28373,20,403,744,0
28374,20,842,1217,0
28377,23,869,22,0
28378,19,664,367,0
28379,25,1016,1382,0
28380,18,949,1262,0
28381,23,1113,894,0
28382,18,272,185,0
28384,20,843,319,0
28387,18,632,581,0
28388,25,612,776,0
28390,18,637,1217,0
28397,23,442,27,0
28400,20,842,1450,0
28407,18,469,933,0
28409,17,796,520,0
28411,18,176,144,0
28415,18,946,189,0
28417,20,726,909,0
28422,18,600,1089,0
28426,20,264,889,0
28428,20,264,1469,0
28432,18,573,239,0
28434,25,527,60,0
28440,18,202,695,0
28441,22,927,649,0
28442,17,673,33,0
28443,20,721,1582,0
28447,18,1024,330,0
28450,20,834,934,0
28452,23,799,679,0
28454,18,206,467,0
28456,18,229,143,0
28457,18,865,97,0
28458,18,789,855,0
28462,17,981,616,0
28463,18,941,1328,0
28464,20,726,1,0
28466,16,959,1556,0
28468,19,969,1305,0
28469,18,195,808,0
28471,19,456,226,0
28478,22,993,379,0
28484,25,744,565,0
28485,18,232,1411,0
28487,18,510,1031,0
28489,18,208,629,0
28492,20,1094,416,0
28496,16,959,301,0
28501,18,504,933,0
28504,23,442,1142,0
28506,18,252,1091,0
28507,18,225,304,0
28509,23,39,1004,0
28511,23,599,484,0
28512,25,1079,945,0
28513,22,929,1209,0
28515,25,44,1504,0
28516,18,240,1437,0
28517,23,1113,900,0
28523,17,796,1392,0
28529,25,816,1252,0
28533,19,259,1358,0
28539,25,522,1538,0
28543,18,224,828,0
28546,16,549,464,0
28547,18,754,1513,0
28548,18,877,1578,0
28551,17,703,1444,0
28553,25,1079,871,0
28558,20,721,1350,0
28559,23,799,1033,0
28560,22,518,1461,1
28561,17,853,1558,0
28563,18,1000,800,0
28565,18,185,240,0
28569,17,809,1023,0
28571,17,809,1209,0
28572,17,1077,63,0
28578,18,412,519,0
28581,23,442,627,0
28582,20,833,802,0
28586,22,518,1215,0
28587,22,1079,1067,0
28591,18,1078,1506,0
28594,17,981,1123,0
28597,18,754,640,0
28598,16,655,432,0
28599,20,403,153,0
28603,18,624,1292,0
28605,21,978,992,0
28607,18,505,564,0
28612,18,988,1402,0
28613,18,202,1273,0
28614,22,583,515,0
28621,18,418,1457,0
28623,22,907,1548,0
28629,20,833,1031,0
28631,23,39,545,0
28632,18,193,1159,0
28637,18,236,948,0
28640,18,1116,269,0
28641,25,1069,250,0
28646,23,39,1534,0
28647,18,288,350,0
28650,21,1048,1410,0
28651,23,952,851,0
28655,17,583,24,0
28656,25,527,1124,0
28657,25,580,898,0
28661,17,583,265,0
28662,18,867,1088,0
28665,18,216,929,0
28669,25,1069,1379,0
28670,18,186,964,0
28671,16,549,546,0
28673,18,208,1343,0
28674,19,456,1364,0
28675,20,843,1353,0
28676,20,1094,1191,0
28683,18,239,694,0
28685,20,721,453,0
28686,22,869,1555,0
28690,18,493,1305,0
28691,23,952,677,0
28692,18,215,1257,0
28694,25,415,1469,0
28698,18,730,428,0
28707,22,811,1386,0
28712,17,174,1336,0
28714,25,415,368,0
28715,20,836,145,0
28719,25,580,1216,0
28720,21,1048,1106,0
28721,20,1094,1393,0
28728,23,952,823,0
28734,23,1113,1346,0
28737,18,194,753,0
28738,25,878,1534,0
28741,16,655,1383,0
28743,18,898,114,0
28746,18,206,672,0
28747,20,396,889,0
28748,18,1014,1345,0
28753,17,1038,1368,0
28755,18,195,925,0
28758,25,1016,622,0
28761,19,664,1301,0
28764,22,927,626,0
28766,19,969,389,0
28768,18,504,998,0
28774,18,218,150,0
28776,18,543,1198,0
28780,18,216,17,0
28781,18,197,615,0
28782,21,701,1556,0
28783,18,717,1344,0
28784,21,1048,753,0
28785,18,702,1220,0
28788,21,242,1109,0
28789,18,216,963,0
28792,18,856,75,0
28793,18,198,461,0
28796,22,993,638,0
28798,18,553,1186,0
28799,18,212,151,0
28801,18,231,624,0
28802,18,231,558,0
28804,18,949,898,0
28805,18,848,412,0
28806,18,774,576,0
28811,22,37,544,0
28814,23,943,1485,0
28815,22,981,779,0
28818,18,196,2,0
28823,18,483,1331,0
28824,18,218,748,0
28825,22,432,1108,0
28826,17,1077,709,0
28827,18,1024,353,0
28831,20,838,13,0
28834,22,957,132,0
28835,18,183,1282,0
28836,18,493,1255,0
28840,23,244,735,0
28842,20,396,1477,0
28844,18,505,1428,0
28845,18,497,1100,0
28851,18,765,1201,0
28852,18,417,335,0
28853,18,495,1066,0
28854,19,259,1084,0
28855,18,495,1574,0
28857,17,703,549,0
28860,18,730,535,0
28862,18,36,54,0
28865,17,673,851,0
28866,22,869,596,0
28867,18,192,1572,0
28868,22,981,935,0
28869,16,1044,864,0
28871,22,492,1046,0
28872,17,796,1182,0
28873,18,903,1150,0
28874,18,533,234,0
28875,23,417,433,0
28876,18,185,834,0
28881,18,1055,384,0
28884,19,689,782,0
28891,22,241,1493,0
28892,18,238,704,0
28893,18,272,591,0
28895,18,1061,1088,0
28896,18,680,165,0
28897,17,781,1194,0
28901,16,270,454,0
28905,20,390,729,0
28909,22,744,378,0
28911,25,580,305,0
28923,18,557,768,0
28924,18,548,1383,0
28925,16,549,1249,0
28927,20,390,396,0
28928,18,237,459,0
28929,18,32,1239,0
28931,17,906,1475,0
28933,25,295,259,0
28934,25,1079,368,0
28935,18,224,699,0
28939,18,648,1341,0
28940,17,906,750,0
28941,18,600,556,0
28942,22,518,128,0
28943,20,843,911,0
28945,22,590,754,0
28949,17,981,421,0
28958,22,981,1384,0
28960,18,880,168,0
28962,18,892,915,0
28966,18,229,474,0
28967,18,777,1,0
28968,20,1094,319,0
28969,18,193,1195,0
28971,18,1043,709,0
28973,18,251,876,0
28976,18,848,368,0
28977,18,223,185,0
28979,22,869,945,0
28980,18,254,475,0
28981,20,842,900,0
28982,20,841,1055,0
28983,18,892,487,0
28984,18,903,691,0
28987,22,590,962,0
28988,18,419,323,0
28990,22,927,128,0
28991,20,721,416,0
28992,18,468,1460,0
28995,18,185,1203,0
28997,23,976,347,0
28999,19,969,188,0
29003,18,34,1419,0
29004,24,42,1292,0
29007,17,1069,124,0
29011,18,233,1336,0
29013,25,527,195,0
29016,18,197,1346,0
29019,18,985,437,0
29022,22,518,541,0
29023,18,430,106,0
29024,18,181,317,0
29025,18,181,1255,0
29028,22,37,242,0
29032,18,880,957,0
29034,17,1077,679,0
29035,18,1034,88,0
29042,18,699,1436,0
29043,17,1077,873,0
29045,23,599,253,0
29048,18,417,973,0
29051,20,843,1440,0
29052,25,816,779,0
29053,18,1054,1233,0
29056,18,190,926,0
29064,20,1094,421,0
29065,18,950,83,0
29067,18,199,1161,0
29068,20,390,1431,0
29071,18,267,203,0
29072,25,816,711,0
29077,17,498,1444,0
29078,18,1014,1524,0
29080,20,864,690,0
29081,20,841,196,0
29083,18,232,1516,0
29085,18,232,892,0
29088,17,810,1246,0
29089,18,220,725,0
29090,17,809,1328,0
29091,18,1064,766,0
29093,21,768,1036,0
29096,23,869,1332,0
29098,17,810,598,0
29103,25,1109,1415,0
29108,18,577,934,0
29112,18,680,725,0
29116,22,492,935,0
29136,23,244,633,0
29138,22,432,1500,0
29141,18,236,149,0
29146,18,194,544,0
29149,18,221,778,0
29151,18,209,1519,0
29152,18,694,422,0
29153,20,721,162,0
29155,18,192,1342,0
29156,23,976,521,0
29158,18,232,556,0
29160,20,840,535,0
29161,18,209,312,0
29162,25,44,13,0
29163,18,1022,971,0
29164,18,543,1425,0
29165,21,1111,753,0
29166,18,29,97,0
29167,17,697,843,0
29168,23,943,634,0
29172,18,238,886,0
29175,18,258,554,0
29177,22,1079,495,0
29182,25,44,1524,0
29183,23,40,942,0
29184,18,419,124,0
29192,20,838,1301,0
29195,22,432,595,0
29197,18,1059,1217,0
29199,22,907,1029,0
29200,18,209,183,0
29201,18,179,539,0
29203,18,233,1344,0
29206,18,548,780,0
29208,18,210,873,0
29211,20,841,628,0
29212,23,442,103,0
29217,22,801,259,0
29219,18,1005,594,0
29223,25,522,1466,0
29224,20,864,89,0
29228,18,753,638,0
29230,25,527,1239,0
29232,18,214,11,0
29236,20,397,1093,0
29237,18,183,1073,0
29241,18,209,39,0
29244,21,768,915,0
29245,25,647,1545,0
29247,23,932,180,0
29249,18,181,114,0
29254,20,396,537,0
29256,20,671,1350,1
29257,22,869,379,0
29261,16,655,687,0
29264,18,206,915,0
29266,20,840,186,0
29268,23,599,1486,0
29271,18,211,1052,0
29274,18,898,231,0
29275,22,811,569,0
29276,18,503,1334,0
29278,18,637,20,0
29280,18,180,865,0
29283,18,219,896,0
29291,18,1043,52,0
29292,18,796,99,0
29293,22,1079,659,0
29296,20,286,145,0
29297,18,228,753,0
29300,21,567,1166,0
29303,18,210,1038,0
29305,18,898,875,0
29308,17,1038,1056,0
29310,22,927,808,0
29312,23,266,1391,0
29313,18,191,802,0
29314,20,1094,729,0
29315,23,40,1025,0
29316,20,834,1033,1
29317,22,518,945,0
29320,18,573,357,0
29321,17,652,1123,0
29324,19,969,80,0
29326,25,522,368,0
29329,18,184,186,0
29330,18,1024,885,0
29331,18,510,626,0
29332,20,840,1285,0
29335,22,801,754,0
29336,18,946,795,0
29340,18,892,509,0
29342,18,1034,1427,0
29343,18,657,148,0
29346,20,842,1082,0
29351,18,430,898,0
29352,18,258,411,0
29354,18,1043,963,0
29357,18,211,1368,0
29358,23,715,898,0
29362,18,877,357,0
29363,18,577,1052,0
29364,19,431,616,0
29366,22,583,1186,0
29368,18,255,1342,0
29371,18,290,35,0
29382,18,1024,71,0
29383,18,1008,1576,0
29386,16,1044,194,0
29387,16,1044,1444,0
29393,23,943,268,0
29394,23,40,566,0
29396,25,415,782,0
29397,18,514,87,0
29398,23,40,1216,0
29400,20,833,71,0
29401,22,38,131,0
29402,22,432,1368,0
29403,18,1052,242,0
29404,17,853,701,0
29405,18,196,1262,0
29406,18,204,564,0
29414,16,938,243,0
29415,25,1109,45,0
29421,22,590,1464,0
29423,20,390,1469,0
29426,18,412,248,0
29428,22,492,1382,0
29429,18,223,621,0
29430,18,230,281,0
29431,16,655,491,0
29436,23,715,1064,0
29437,19,689,616,0
29442,18,180,1065,0
29444,18,543,1053,0
29445,18,577,1520,0
29448,18,867,1156,0
29449,22,927,265,0
29450,20,403,322,0
29451,23,1113,1403,0
29452,25,1016,964,0
29453,18,962,446,0
29455,18,412,1551,0
29457,23,943,957,0
29460,20,841,909,0
29462,18,176,1432,0
29463,22,957,844,0
29464,23,943,1305,0
29471,18,637,148,0
29473,17,796,1004,0
29477,25,295,1061,0
29485,18,507,572,0
29488,19,1043,1557,0
29489,18,1014,1340,0
29498,23,39,1239,0
29500,18,176,614,0
29504,18,1064,501,0
29506,16,999,659,0
29508,18,497,1529,0
29509,18,865,462,0
29512,22,241,666,0
29516,18,507,481,0
29520,21,701,842,0
29522,18,657,1270,0
29523,18,222,1091,0
29527,18,570,232,0
29528,18,754,1315,0
29530,22,744,1392,0
29535,18,290,1502,0
29536,17,697,1257,0
29537,18,189,550,0
29542,18,231,1305,0
29543,17,796,1466,0
29544,23,869,1317,0
29545,18,258,1166,0
29550,18,419,50,0
29551,19,934,1407,0
29553,18,411,1153,0
29556,18,177,444,0
29560,25,1069,1475,0
29561,18,33,434,0
29562,23,244,1156,0
29564,20,671,322,0
29565,20,840,294,0
29566,22,957,88,0
29567,18,747,319,0
29568,17,173,852,0
29573,22,957,909,0
29574,18,483,876,0
29575,20,397,300,0
29576,22,981,327,0
29581,20,843,305,0
29583,20,397,1518,0
29584,18,181,806,0
29588,18,199,619,0
29594,18,31,1547,0
29595,18,657,1059,0
29596,18,702,694,0
29600,18,272,1305,0
29602,23,1113,616,0
29605,18,657,1479,0
29606,22,37,1093,0
29608,20,264,161,0
29609,16,35,1336,0
29610,25,580,711,0
29612,23,40,541,0
29613,18,1052,797,0
29616,23,943,1386,0
29621,18,777,974,0
29622,18,186,1203,0
29626,18,504,536,0
29627,18,514,1314,0
29629,20,264,1004,0
29630,18,211,964,0
29631,18,796,1433,0
29633,22,993,281,0
29634,18,1055,624,0
29636,25,1069,1545,0
29637,23,442,155,0
29646,25,1079,1023,0
29647,25,44,565,0
29650,18,223,1298,0
29655,20,263,1055,0
29656,18,32,1441,0
29657,16,1044,1268,0
29659,22,241,1124,0
29660,18,693,640,0
29661,23,244,924,0
29663,18,186,490,0
29666,18,717,1215,0
29669,20,726,1524,0
29670,17,673,1444,0
29671,18,713,1029,0
29672,16,666,1320,0
29675,18,705,951,0
29677,21,574,1574,0
29678,16,655,495,0
29681,20,671,1005,1
29682,22,801,66,0
29684,18,560,800,0
29685,17,810,911,0
29691,17,174,583,1
29694,22,1079,776,0
29696,22,518,935,0
29697,21,567,1574,0
29698,17,173,915,0
29704,23,39,1485,0
29705,18,29,604,0
29707,18,856,356,0
29708,18,202,896,0
29709,18,236,1045,0
29711,25,612,853,0
29714,18,288,1220,0
29715,18,886,9,0
29717,25,596,1384,0
29718,23,40,253,0
29719,16,270,1271,0
29721,18,1037,416,0
29727,22,432,1427,0
29733,20,720,1392,0
29734,18,183,552,0
29735,18,185,1114,0
29736,17,853,666,0
29738,18,210,831,0
29740,20,843,598,0
29741,19,1043,1447,0
29746,18,504,577,0
29748,17,498,680,0
29751,20,389,1089,0
29754,18,199,407,0
29755,18,179,977,0
29756,20,842,627,0
29757,18,201,934,0
29758,17,1069,989,0
29761,20,389,898,0
29762,18,225,1210,0
29764,18,183,481,0
29766,25,612,195,0
29769,18,188,1499,0
29770,18,289,1207,0
29774,16,688,355,0
29777,18,418,1431,0
29781,22,744,1346,0
29782,18,220,1451,0
29783,20,263,275,0
29784,23,41,1332,0
29788,18,411,1507,0
29791,19,431,1415,1
29794,18,867,1216,0
29801,18,237,593,0
29802,18,30,1486,0
29810,18,423,772,0
29811,20,396,772,0
29813,24,42,947,0
29814,16,28,390,0
29820,23,40,1453,0
29821,19,966,1582,0
29822,18,898,174,0
29824,25,1016,1199,0
29827,17,498,889,0
29829,20,264,1059,0
29834,22,241,100,0
29839,18,753,210,0
29841,18,200,804,0
29843,18,196,1422,0
29845,18,497,54,0
29849,18,557,891,0
29850,23,244,634,0
29852,20,834,510,0
29853,22,993,1024,0
29856,18,1032,1480,0
29857,18,229,1463,0
29858,16,28,900,0
29859,17,1077,498,0
29862,18,255,1005,0
29864,18,946,1314,0
29867,18,223,1015,0
29871,16,35,1377,0
29872,20,671,744,0
29873,25,744,36,0
29874,18,487,1486,0
29875,17,1069,884,0
29878,20,841,1178,0
29880,18,196,1089,0
29882,23,41,268,0
29886,22,907,776,0
29888,20,842,1191,0
29895,22,801,1115,0
29896,18,30,1240,0
29898,22,993,42,0
29899,18,232,1055,0
29901,23,976,1210,0
29904,17,781,873,0
29905,25,736,1308,0
29906,22,241,1343,0
29907,20,403,1428,0
29908,18,600,399,0
29909,22,907,866,0
29910,18,648,234,0
29912,22,540,1531,0
29913,18,423,1252,0
29916,18,175,1259,0
29919,18,254,1104,0
29921,18,600,1306,0
29926,18,1022,1185,0
29929,21,567,1197,0
29932,21,1111,1154,0
29934,22,583,1204,0
29936,18,468,1341,0
29937,18,217,1549,0
29939,20,403,1402,0
29941,22,929,1387,0
29942,18,501,1161,0
29948,25,580,1122,0
29949,23,442,42,0
29955,18,186,533,0
29956,25,1069,195,0
29957,18,417,714,0
29961,20,840,628,0
29962,18,1031,1147,0
29967,18,1045,564,0
29968,18,495,97,0
29969,18,1043,1233,0
29973,18,988,967,0
29974,20,389,501,0
29976,18,637,940,0
29977,18,217,1381,0
29979,18,184,1188,0
29982,18,215,861,0
29983,18,206,1546,0
29985,18,600,1544,0
29995,18,176,457,0
29996,23,41,772,1
29998,23,40,1332,0
30001,22,540,711,0
30005,18,880,1407,0
30008,23,932,1386,0
30009,23,899,33,0
30011,19,1043,1122,0
30012,24,42,112,0
30016,17,781,627,0
30017,22,927,879,0
30020,18,1032,699,0
30022,18,730,185,1
30023,18,32,792,1
30028,23,1113,1305,0
30034,18,702,348,0
30037,19,455,549,0
30041,18,1061,1493,0
30042,22,590,1537,0
30043,22,1079,106,0
30044,19,259,228,0
30045,20,286,357,0
30046,18,461,1341,0
30047,18,204,1436,0
30050,18,387,455,0
30052,19,689,464,0
30055,20,864,737,0
30057,20,403,1268,0
30059,18,228,701,0
30060,18,219,643,0
30063,18,789,1095,0
30064,20,842,1270,0
30065,18,462,219,0
30066,18,648,1418,0
30068,25,878,967,0
30073,18,209,1209,0
30075,20,264,578,0
30077,18,942,1311,0
30078,16,938,905,0
30079,17,810,918,0
30083,18,1031,1444,0
30084,18,507,889,0
30085,18,188,1494,0
30086,18,177,1342,0
30088,18,892,443,0
30089,22,452,1215,0
30090,25,580,1384,0
30091,18,251,731,0
30094,16,28,1270,0
30097,18,194,1431,0
30101,18,240,1243,0
30109,22,583,327,0
30112,18,1024,1247,0
30113,17,1077,1475,0
30116,25,1109,762,0
30117,20,836,1194,0
30122,18,231,638,0
30124,18,1022,509,0
30125,18,233,1391,0
30129,20,396,627,0
30130,17,781,99,0
30132,22,590,1258,0
30135,22,1079,595,0
30137,18,192,1359,0
30138,18,222,994,0
30139,25,1079,395,0
30149,16,28,865,0
30152,18,190,819,0
30156,20,264,355,0
30157,20,403,294,0
30166,20,720,1555,0
30167,25,44,431,0
30168,18,178,935,0
30173,25,1109,626,0
30178,18,557,621,0
30199,22,492,945,0
30200,18,637,903,0
30201,22,907,45,0
30203,20,841,166,0
30204,23,799,823,0
30206,18,495,879,0
30213,17,906,549,0
30215,18,624,1516,0
30216,20,843,9,0
30217,25,295,1558,0
30220,18,227,436,0
30221,21,567,1064,0
30224,22,744,407,0
30225,25,596,1475,0
30226,18,267,644,0
30228,20,1094,622,0
30229,18,32,1359,0
30234,22,38,659,0
30235,18,684,1270,0
30236,18,1034,1425,0
30237,22,583,1464,0
30244,18,187,1390,0
30245,18,190,671,0
30246,22,590,873,0
30247,20,841,1457,0
30248,20,842,1268,0
30249,23,1113,999,0
30252,18,497,439,0
30253,18,1059,356,0
30256,18,233,130,0
30257,23,932,483,0
30258,18,240,694,0
30259,16,959,1377,0
30264,22,1079,901,0
30274,20,397,627,0
30275,22,981,378,0
30276,16,28,1496,0
30279,18,219,735,0
30282,22,981,432,0
30283,17,981,568,0
30284,20,726,537,0
30288,22,38,494,0
30294,16,35,60,0
30296,17,173,320,0
30301,22,957,659,0
30303,25,1069,1270,0
30308,18,1060,8,0
30309,18,216,1218,0
30311,21,1066,1036,0
30312,22,590,103,0
30323,22,241,1122,0
30324,18,31,1131,1
30327,25,1069,699,0
30330,25,596,1115,0
30333,17,173,1436,0
30335,16,666,316,0
30336,18,237,306,0
30337,18,514,1378,0
30340,20,1094,1582,0
30342,19,664,1404,0
30346,22,811,801,0
30348,18,417,1196,0
30353,18,699,815,0
30356,20,720,460,0
30361,20,840,235,0
30365,20,843,1451,0
30367,20,837,385,0
30369,18,258,272,0
30375,17,981,396,0
30377,18,693,1397,0
30378,18,949,1222,0
30381,18,577,768,0
30383,18,887,432,0
30385,18,856,1497,0
30387,22,432,515,0
30388,20,834,187,0
30390,18,1060,731,0
30392,23,932,1055,0
30393,18,238,633,0
30394,18,200,1020,0
30396,18,754,1332,0
30397,18,198,487,0
30400,18,231,113,0
30411,23,442,1,0
30412,18,200,854,1
30414,22,927,459,0
30415,22,907,1428,0
30416,22,929,430,0
30418,18,533,1234,0
30420,20,838,1305,0
30422,23,244,626,0
30424,18,468,541,0
30425,20,396,453,0
30428,18,526,583,0
30429,18,36,367,0
30430,18,236,857,0
30431,18,483,301,0
30436,18,1045,1008,0
30438,19,455,75,0
30441,20,720,1266,0
30445,17,1069,1270,0
30450,16,1044,1218,0
30451,23,618,1004,0
30461,22,907,259,0
30464,18,180,1495,0
30466,19,934,1343,0
30468,18,952,1366,0
30469,20,403,1252,0
30474,18,1054,1073,0
30482,20,864,833,0
30486,18,942,1386,0
30487,18,182,672,0
30488,17,673,181,0
30489,18,233,1543,0
30491,18,252,1028,0
30493,18,702,840,0
30495,18,869,150,0
30496,19,969,510,0
30497,18,1042,367,0
30503,22,432,1408,0
30505,22,957,1411,0
30506,17,906,733,0
30512,18,848,1491,0
30513,18,903,384,0
30514,20,264,676,0
30516,18,195,600,0
30518,16,549,150,0
30522,18,541,1500,0
30525,18,880,979,0
30526,25,596,1518,0
30533,18,553,1341,0
30534,20,842,332,0
30535,17,173,1352,0
30540,23,976,1350,0
30542,16,269,1294,0
30543,18,218,1065,0
30553,18,624,828,0
30556,22,929,823,0
30558,22,907,1186,0
30559,18,555,1415,0
30561,18,209,1172,0
30563,20,843,458,0
30567,17,498,1472,0
30568,23,899,27,0
30573,18,207,1529,0
30575,18,233,142,0
30576,16,655,167,0
30579,18,504,12,0
30589,23,39,796,0
30591,18,487,1405,0
30592,22,432,82,0
30593,20,263,690,0
30594,18,210,596,0
30595,20,838,1317,0
30598,18,694,486,0
30602,18,177,761,0
30607,25,1069,1574,0
30611,23,869,426,0
30614,22,981,616,0
30616,20,836,357,0
30618,22,744,811,0
30619,18,203,23,0
30621,18,869,1137,0
30623,18,469,766,0
30624,22,452,1033,0
30627,16,35,1182,0
30629,18,514,748,0
30635,20,390,1088,0
30640,18,483,1060,0
30645,22,869,1314,0
30646,22,452,691,0
30647,16,666,1377,0
30648,18,197,600,0
30649,18,223,131,0
30650,18,236,1067,0
30653,18,411,1147,0
30654,22,38,1548,0
30657,20,404,802,0
30660,18,946,1106,0
30661,17,981,320,0
30664,17,796,498,0
30665,18,202,652,0
30666,18,267,1300,0
30667,23,41,60,0
30670,20,397,1473,0
30671,16,269,1463,0
30672,18,573,151,0
30676,18,238,904,0
30681,18,533,1344,0
30682,18,190,1056,0
30684,18,272,1368,0
30686,18,796,42,0
30693,18,573,1565,0
30697,18,388,1044,0
30704,18,949,1385,0
30705,17,853,676,0
30708,25,522,755,0
30709,18,699,1579,0
